load_1_0,load_2_1,load_3_2,load_4_3,load_5_4,load_8_5,load_9_6,load_10_7,load_11_8,load_12_9,load_13_10 
22.4,95.2,48.0,7.8,11.3,29.5,9.3,3.7,5.9,13.4,15.0
22.6,95.9,48.2,7.8,11.3,29.6,9.3,3.7,5.9,13.5,15.1
22.7,96.6,48.5,7.9,11.4,29.6,9.3,3.7,5.9,13.5,15.2
22.8,97.4,48.7,7.9,11.4,29.7,9.4,3.8,5.9,13.6,15.3
22.9,98.1,49.0,7.9,11.5,29.9,9.4,3.8,5.9,13.6,15.4
23.0,98.8,49.3,8.0,11.6,30.0,9.4,3.8,6.0,13.7,15.6
23.0,99.3,49.5,8.0,11.6,30.2,9.5,3.8,6.0,13.7,15.7
23.1,99.8,49.8,8.1,11.7,30.4,9.5,3.8,6.0,13.7,15.8
23.1,100.3,50.0,8.1,11.8,30.6,9.6,3.8,6.0,13.8,15.9
23.2,100.7,50.3,8.2,11.9,30.8,9.7,3.9,6.1,13.9,16.0
23.2,101.1,50.5,8.3,12.0,31.1,9.7,3.9,6.1,13.9,16.1
23.3,101.5,50.7,8.3,12.1,31.4,9.8,3.9,6.2,14.0,16.1
23.4,102.0,51.0,8.4,12.3,31.8,9.9,4.0,6.3,14.1,16.2
23.4,102.4,51.3,8.5,12.4,32.2,10.1,4.0,6.3,14.3,16.3
23.5,102.9,51.5,8.5,12.5,32.5,10.2,4.0,6.4,14.4,16.4
23.5,103.2,51.7,8.6,12.6,32.9,10.3,4.1,6.5,14.6,16.5
23.6,103.5,51.8,8.6,12.7,33.2,10.4,4.1,6.6,14.7,16.5
23.6,103.7,51.9,8.6,12.7,33.4,10.5,4.2,6.6,14.8,16.5
23.6,103.8,51.9,8.6,12.7,33.5,10.5,4.2,6.7,15.0,16.6
23.6,103.8,51.9,8.6,12.8,33.6,10.5,4.2,6.8,15.1,16.6
23.5,103.6,51.7,8.6,12.8,33.5,10.5,4.2,6.8,15.2,16.5
23.4,103.4,51.6,8.6,12.7,33.5,10.5,4.2,6.9,15.3,16.5
23.4,103.1,51.4,8.5,12.7,33.4,10.5,4.2,6.9,15.3,16.5
23.3,102.8,51.2,8.5,12.7,33.3,10.5,4.2,6.9,15.4,16.4
23.1,102.4,50.9,8.5,12.6,33.2,10.5,4.2,6.9,15.4,16.4
23.0,102.0,50.6,8.4,12.6,33.1,10.4,4.2,6.9,15.4,16.3
22.9,101.6,50.4,8.4,12.6,32.9,10.4,4.2,6.9,15.3,16.3
22.8,101.2,50.1,8.4,12.5,32.8,10.4,4.2,6.9,15.3,16.2
22.7,100.8,49.8,8.3,12.5,32.7,10.3,4.1,6.8,15.2,16.1
22.6,100.4,49.6,8.3,12.4,32.5,10.3,4.1,6.8,15.2,16.1
22.5,100.0,49.3,8.2,12.4,32.3,10.2,4.1,6.8,15.1,16.0
22.4,99.6,49.0,8.2,12.3,32.1,10.2,4.1,6.7,15.0,15.9
22.3,99.1,48.8,8.1,12.2,31.9,10.1,4.1,6.7,14.9,15.9
22.1,98.7,48.5,8.1,12.2,31.7,10.0,4.0,6.6,14.8,15.8
22.0,98.2,48.2,8.0,12.1,31.5,10.0,4.0,6.6,14.7,15.8
21.9,97.8,48.0,8.0,12.0,31.3,9.9,4.0,6.5,14.5,15.7
21.8,97.3,47.7,8.0,12.0,31.1,9.9,4.0,6.5,14.4,15.6
21.7,96.9,47.4,7.9,11.9,30.9,9.8,3.9,6.4,14.3,15.6
21.5,96.4,47.1,7.9,11.8,30.8,9.7,3.9,6.4,14.2,15.5
21.4,96.0,46.8,7.8,11.8,30.6,9.7,3.9,6.4,14.2,15.4
21.3,95.5,46.5,7.8,11.7,30.5,9.6,3.9,6.3,14.1,15.3
21.2,95.1,46.3,7.7,11.7,30.3,9.6,3.8,6.3,14.0,15.3
21.1,94.6,46.0,7.7,11.6,30.2,9.5,3.8,6.3,13.9,15.2
21.0,94.2,45.8,7.7,11.6,30.0,9.5,3.8,6.2,13.8,15.1
20.9,93.8,45.5,7.6,11.5,29.9,9.4,3.8,6.2,13.7,15.1
20.8,93.4,45.3,7.6,11.5,29.8,9.4,3.8,6.2,13.6,15.0
20.7,93.0,45.1,7.5,11.4,29.6,9.3,3.7,6.2,13.6,15.0
20.6,92.7,44.9,7.5,11.4,29.5,9.3,3.7,6.1,13.5,14.9
20.6,92.4,44.7,7.5,11.3,29.3,9.3,3.7,6.1,13.4,14.9
20.5,92.1,44.4,7.4,11.3,29.2,9.2,3.7,6.1,13.4,14.8
20.4,91.8,44.2,7.4,11.2,29.1,9.2,3.7,6.0,13.3,14.8
20.3,91.6,44.0,7.4,11.2,29.0,9.1,3.7,6.0,13.3,14.7
20.2,91.3,43.8,7.3,11.1,28.8,9.1,3.6,6.0,13.2,14.7
20.2,91.1,43.7,7.3,11.1,28.7,9.1,3.6,6.0,13.2,14.6
20.1,90.9,43.5,7.3,11.1,28.7,9.0,3.6,5.9,13.1,14.6
20.1,90.7,43.4,7.3,11.0,28.6,9.0,3.6,5.9,13.1,14.6
20.0,90.6,43.4,7.3,11.0,28.6,9.0,3.6,5.9,13.1,14.6
20.0,90.6,43.4,7.3,11.0,28.6,9.0,3.6,5.9,13.1,14.6
20.1,90.7,43.4,7.3,11.0,28.6,9.0,3.6,5.9,13.1,14.6
20.2,91.1,43.6,7.3,11.1,28.8,9.0,3.6,6.0,13.2,14.6
20.3,91.6,43.9,7.4,11.2,28.9,9.1,3.6,6.0,13.3,14.7
20.4,92.2,44.2,7.4,11.2,29.2,9.2,3.7,6.1,13.4,14.8
20.6,92.9,44.6,7.5,11.3,29.4,9.3,3.7,6.1,13.5,14.9
20.7,93.6,44.9,7.5,11.4,29.6,9.3,3.7,6.2,13.7,15.0
20.8,94.1,45.2,7.6,11.5,29.8,9.4,3.8,6.2,13.8,15.1
20.9,94.5,45.4,7.6,11.6,29.9,9.4,3.8,6.3,13.9,15.1
20.9,94.5,45.4,7.6,11.6,30.0,9.5,3.8,6.3,13.9,15.1
20.9,94.4,45.4,7.6,11.6,29.9,9.4,3.8,6.3,13.9,15.1
20.9,94.2,45.3,7.6,11.5,29.9,9.4,3.8,6.3,13.8,15.1
20.8,93.8,45.1,7.6,11.5,29.8,9.4,3.8,6.3,13.8,15.0
20.7,93.5,45.0,7.5,11.5,29.7,9.4,3.7,6.3,13.7,15.0
20.7,93.3,44.9,7.5,11.4,29.6,9.3,3.7,6.2,13.7,14.9
20.6,93.2,44.8,7.5,11.4,29.6,9.3,3.7,6.2,13.7,14.9
20.6,93.1,44.8,7.5,11.4,29.6,9.3,3.7,6.3,13.7,14.9
20.7,93.2,44.9,7.5,11.4,29.6,9.3,3.7,6.3,13.7,14.9
20.7,93.3,44.9,7.5,11.4,29.6,9.4,3.7,6.3,13.7,15.0
20.7,93.3,44.9,7.5,11.4,29.6,9.4,3.7,6.3,13.7,15.0
20.7,93.3,44.9,7.5,11.4,29.5,9.4,3.7,6.3,13.7,15.0
20.7,93.1,44.9,7.5,11.3,29.5,9.3,3.7,6.3,13.7,15.0
20.6,92.9,44.8,7.5,11.3,29.4,9.3,3.7,6.2,13.6,14.9
20.6,92.5,44.6,7.5,11.3,29.2,9.3,3.7,6.2,13.6,14.9
20.5,92.1,44.4,7.4,11.2,29.1,9.2,3.7,6.2,13.5,14.8
20.4,91.6,44.2,7.4,11.1,28.9,9.2,3.6,6.1,13.4,14.7
20.3,91.0,43.9,7.4,11.1,28.6,9.1,3.6,6.1,13.3,14.7
20.2,90.4,43.6,7.3,11.0,28.4,9.0,3.6,6.0,13.1,14.6
20.0,89.8,43.2,7.2,10.9,28.2,9.0,3.6,6.0,13.0,14.5
19.9,89.1,42.9,7.2,10.8,27.9,8.9,3.5,5.9,12.9,14.4
19.8,88.6,42.6,7.1,10.7,27.7,8.9,3.5,5.9,12.7,14.3
19.7,88.2,42.3,7.1,10.7,27.5,8.8,3.5,5.8,12.6,14.3
19.6,87.9,42.1,7.1,10.6,27.4,8.8,3.5,5.8,12.5,14.2
19.6,87.8,42.0,7.1,10.6,27.3,8.7,3.5,5.8,12.5,14.2
19.7,87.8,41.9,7.0,10.6,27.2,8.7,3.5,5.8,12.4,14.2
19.7,88.0,41.9,7.0,10.6,27.2,8.7,3.5,5.8,12.4,14.2
19.8,88.2,41.9,7.0,10.6,27.2,8.7,3.5,5.8,12.4,14.3
19.8,88.3,41.9,7.0,10.6,27.2,8.7,3.5,5.8,12.4,14.3
19.9,88.5,41.9,7.0,10.6,27.2,8.7,3.5,5.8,12.4,14.3
19.9,88.5,41.9,7.0,10.6,27.2,8.7,3.5,5.8,12.3,14.3
19.9,88.4,41.9,7.0,10.5,27.1,8.7,3.4,5.8,12.3,14.3
19.8,88.3,41.8,7.0,10.5,27.1,8.7,3.4,5.8,12.3,14.3
19.8,88.2,41.8,7.0,10.5,27.0,8.7,3.4,5.8,12.2,14.3
19.8,88.0,41.8,7.0,10.5,27.0,8.6,3.4,5.8,12.2,14.2
19.8,87.9,41.8,7.0,10.4,26.9,8.6,3.4,5.8,12.2,14.2
19.8,87.8,41.8,7.0,10.4,26.9,8.6,3.4,5.8,12.2,14.2
19.8,87.7,41.8,7.0,10.4,26.9,8.6,3.4,5.8,12.2,14.2
19.8,87.6,41.8,7.0,10.4,26.9,8.6,3.4,5.8,12.1,14.2
19.8,87.5,41.8,7.0,10.4,26.8,8.6,3.4,5.8,12.1,14.2
19.8,87.4,41.7,7.0,10.4,26.8,8.6,3.4,5.8,12.1,14.2
19.8,87.2,41.7,7.0,10.4,26.7,8.6,3.4,5.8,12.1,14.2
19.7,87.0,41.5,6.9,10.3,26.6,8.6,3.4,5.7,12.0,14.1
19.7,86.7,41.4,6.9,10.3,26.4,8.5,3.4,5.7,11.9,14.1
19.6,86.4,41.2,6.9,10.2,26.3,8.5,3.4,5.7,11.9,14.0
19.5,86.1,41.0,6.9,10.2,26.1,8.4,3.4,5.7,11.8,14.0
19.4,85.7,40.8,6.8,10.1,26.0,8.4,3.3,5.6,11.7,13.9
19.3,85.4,40.6,6.8,10.1,25.8,8.4,3.3,5.6,11.6,13.8
19.3,85.2,40.5,6.8,10.0,25.7,8.3,3.3,5.6,11.6,13.8
19.2,84.9,40.4,6.8,10.0,25.7,8.3,3.3,5.6,11.6,13.8
19.2,84.7,40.3,6.7,10.0,25.6,8.3,3.3,5.6,11.5,13.7
19.2,84.5,40.3,6.7,9.9,25.5,8.3,3.3,5.6,11.5,13.7
19.2,84.3,40.2,6.7,9.9,25.5,8.2,3.3,5.5,11.5,13.7
19.1,84.2,40.1,6.7,9.9,25.4,8.2,3.3,5.5,11.4,13.6
19.1,83.9,40.0,6.7,9.9,25.3,8.2,3.3,5.5,11.4,13.6
19.1,83.7,39.9,6.7,9.8,25.3,8.2,3.3,5.5,11.4,13.6
19.0,83.5,39.9,6.6,9.8,25.2,8.1,3.3,5.5,11.3,13.5
19.0,83.3,39.8,6.6,9.8,25.1,8.1,3.3,5.5,11.3,13.5
19.0,83.2,39.7,6.6,9.7,25.0,8.1,3.3,5.5,11.3,13.5
19.0,83.1,39.7,6.6,9.7,25.0,8.1,3.3,5.5,11.2,13.4
19.0,83.1,39.6,6.6,9.7,24.9,8.1,3.3,5.5,11.2,13.4
19.0,83.1,39.6,6.6,9.7,24.9,8.1,3.3,5.5,11.2,13.4
19.0,83.1,39.7,6.6,9.7,24.9,8.1,3.3,5.5,11.3,13.4
19.0,83.2,39.7,6.6,9.7,24.9,8.1,3.3,5.5,11.3,13.4
19.0,83.2,39.7,6.6,9.7,24.9,8.1,3.3,5.5,11.3,13.4
19.0,83.3,39.7,6.6,9.7,24.9,8.1,3.3,5.5,11.3,13.4
19.0,83.4,39.7,6.6,9.7,24.9,8.1,3.3,5.5,11.3,13.4
19.0,83.4,39.7,6.6,9.7,24.9,8.1,3.3,5.5,11.3,13.4
19.0,83.5,39.7,6.6,9.7,24.9,8.1,3.3,5.5,11.3,13.4
19.1,83.6,39.8,6.6,9.7,24.9,8.1,3.3,5.5,11.3,13.4
19.1,83.7,39.9,6.6,9.7,25.0,8.1,3.3,5.6,11.3,13.5
19.2,83.9,40.0,6.7,9.8,25.0,8.2,3.3,5.6,11.4,13.5
19.3,84.2,40.2,6.7,9.8,25.2,8.2,3.3,5.6,11.4,13.5
19.3,84.6,40.5,6.7,9.9,25.3,8.3,3.3,5.6,11.5,13.6
19.4,85.0,40.7,6.8,9.9,25.5,8.3,3.3,5.7,11.6,13.7
19.6,85.4,41.0,6.8,10.0,25.7,8.4,3.4,5.7,11.7,13.7
19.7,85.9,41.3,6.9,10.0,25.9,8.5,3.4,5.8,11.8,13.8
19.8,86.3,41.5,6.9,10.1,26.0,8.5,3.4,5.8,11.9,13.9
19.8,86.7,41.7,6.9,10.1,26.2,8.5,3.4,5.9,11.9,13.9
19.9,87.1,41.9,7.0,10.2,26.3,8.6,3.4,5.9,12.0,14.0
20.0,87.5,42.0,7.0,10.2,26.4,8.6,3.5,6.0,12.1,14.0
20.1,87.9,42.2,7.0,10.2,26.5,8.7,3.5,6.0,12.1,14.1
20.2,88.4,42.5,7.1,10.3,26.6,8.7,3.5,6.0,12.2,14.2
20.4,88.9,42.8,7.1,10.4,26.8,8.8,3.5,6.1,12.3,14.2
20.5,89.6,43.2,7.2,10.5,27.0,8.9,3.6,6.2,12.4,14.3
20.7,90.3,43.6,7.2,10.6,27.2,8.9,3.6,6.2,12.6,14.5
20.9,91.0,44.1,7.3,10.7,27.5,9.0,3.6,6.3,12.8,14.6
21.1,91.8,44.7,7.4,10.8,27.8,9.2,3.7,6.4,12.9,14.7
21.4,92.6,45.2,7.5,10.9,28.1,9.3,3.7,6.5,13.1,14.8
21.6,93.4,45.7,7.5,11.0,28.4,9.4,3.8,6.6,13.3,15.0
21.8,94.2,46.2,7.6,11.1,28.6,9.5,3.8,6.6,13.4,15.1
22.0,95.0,46.6,7.7,11.2,28.9,9.5,3.8,6.7,13.5,15.2
22.1,95.8,47.0,7.7,11.2,29.1,9.6,3.9,6.7,13.6,15.3
22.3,96.6,47.4,7.8,11.3,29.4,9.7,3.9,6.8,13.7,15.4
22.5,97.4,47.7,7.8,11.4,29.6,9.8,3.9,6.8,13.7,15.5
22.6,98.1,48.1,7.9,11.5,29.8,9.9,3.9,6.9,13.8,15.6
22.8,98.9,48.5,8.0,11.5,30.0,9.9,4.0,6.9,13.9,15.7
22.9,99.6,48.9,8.0,11.6,30.3,10.0,4.0,6.9,14.0,15.8
23.1,100.3,49.4,8.1,11.7,30.5,10.1,4.0,7.0,14.1,15.9
23.2,101.0,49.8,8.2,11.8,30.7,10.1,4.0,7.0,14.2,16.0
23.3,101.6,50.2,8.2,11.9,30.8,10.2,4.0,7.1,14.3,16.1
23.5,102.2,50.5,8.3,12.0,31.0,10.2,4.1,7.1,14.4,16.2
23.6,102.7,50.8,8.3,12.0,31.1,10.2,4.1,7.1,14.5,16.3
23.7,103.2,51.0,8.3,12.1,31.2,10.3,4.1,7.2,14.6,16.4
23.8,103.6,51.2,8.3,12.1,31.3,10.3,4.1,7.2,14.6,16.4
23.9,104.0,51.3,8.4,12.1,31.3,10.3,4.1,7.2,14.7,16.5
23.9,104.3,51.4,8.4,12.1,31.4,10.3,4.1,7.2,14.7,16.5
24.0,104.5,51.5,8.4,12.1,31.4,10.3,4.1,7.2,14.7,16.6
24.0,104.7,51.5,8.4,12.2,31.5,10.3,4.1,7.2,14.8,16.6
24.0,104.9,51.5,8.4,12.2,31.6,10.3,4.1,7.2,14.8,16.6
24.1,105.0,51.4,8.4,12.2,31.7,10.3,4.1,7.2,14.8,16.6
24.1,105.1,51.4,8.4,12.2,31.8,10.4,4.1,7.2,14.9,16.6
24.0,105.1,51.3,8.4,12.3,31.8,10.4,4.1,7.2,14.9,16.6
24.0,105.2,51.3,8.4,12.3,31.9,10.4,4.1,7.2,14.9,16.6
24.0,105.2,51.3,8.4,12.3,32.0,10.4,4.1,7.2,15.0,16.6
24.0,105.3,51.3,8.4,12.3,32.1,10.5,4.1,7.2,15.0,16.6
24.0,105.3,51.3,8.4,12.4,32.1,10.5,4.1,7.2,15.0,16.6
23.9,105.4,51.3,8.4,12.4,32.2,10.5,4.1,7.2,15.1,16.7
23.9,105.5,51.3,8.4,12.4,32.2,10.5,4.1,7.2,15.1,16.7
23.9,105.5,51.3,8.4,12.4,32.3,10.5,4.1,7.2,15.1,16.7
23.9,105.6,51.3,8.4,12.5,32.3,10.5,4.1,7.2,15.1,16.7
23.9,105.8,51.4,8.5,12.5,32.3,10.6,4.1,7.2,15.2,16.7
23.9,105.9,51.4,8.5,12.5,32.4,10.6,4.1,7.2,15.2,16.7
23.9,106.0,51.4,8.5,12.5,32.4,10.6,4.1,7.2,15.2,16.7
23.9,106.1,51.4,8.5,12.5,32.4,10.6,4.1,7.2,15.2,16.8
23.9,106.1,51.4,8.5,12.5,32.5,10.6,4.1,7.2,15.2,16.8
23.9,106.2,51.4,8.5,12.5,32.5,10.6,4.1,7.2,15.2,16.8
23.9,106.2,51.4,8.5,12.5,32.5,10.6,4.1,7.1,15.2,16.8
23.9,106.1,51.4,8.5,12.6,32.5,10.6,4.1,7.1,15.2,16.8
23.8,106.1,51.4,8.5,12.6,32.5,10.6,4.1,7.1,15.2,16.8
23.8,106.1,51.3,8.4,12.6,32.5,10.6,4.1,7.1,15.1,16.8
23.8,106.1,51.3,8.4,12.6,32.5,10.6,4.1,7.1,15.1,16.8
23.8,106.0,51.3,8.4,12.6,32.5,10.6,4.1,7.1,15.1,16.8
23.8,106.0,51.3,8.4,12.6,32.5,10.6,4.1,7.1,15.1,16.7
23.7,106.0,51.2,8.4,12.6,32.5,10.6,4.1,7.0,15.1,16.7
23.7,106.0,51.2,8.4,12.6,32.5,10.6,4.1,7.0,15.1,16.7
23.7,106.0,51.2,8.4,12.5,32.5,10.6,4.1,7.0,15.1,16.7
23.7,106.0,51.2,8.4,12.5,32.5,10.6,4.1,7.0,15.1,16.7
23.7,106.0,51.2,8.4,12.5,32.5,10.6,4.1,7.0,15.1,16.7
23.6,105.9,51.1,8.4,12.5,32.5,10.6,4.1,7.0,15.1,16.7
23.6,105.9,51.1,8.4,12.5,32.5,10.6,4.1,7.0,15.1,16.7
23.6,105.9,51.1,8.4,12.5,32.5,10.6,4.1,6.9,15.2,16.7
23.6,105.8,51.0,8.4,12.5,32.5,10.6,4.1,6.9,15.2,16.7
23.6,105.8,51.0,8.4,12.5,32.5,10.6,4.1,6.9,15.2,16.7
23.6,105.8,51.0,8.4,12.5,32.6,10.6,4.1,6.9,15.2,16.7
23.6,105.8,51.0,8.4,12.5,32.6,10.6,4.1,6.9,15.2,16.7
23.6,105.8,51.0,8.4,12.5,32.6,10.6,4.1,6.9,15.2,16.7
23.6,105.9,51.0,8.4,12.5,32.6,10.7,4.1,6.9,15.2,16.7
23.6,105.9,51.0,8.4,12.5,32.7,10.7,4.1,6.9,15.3,16.7
23.6,106.0,51.1,8.4,12.6,32.7,10.7,4.1,6.9,15.3,16.7
23.6,106.1,51.1,8.4,12.6,32.8,10.7,4.1,6.9,15.3,16.7
23.6,106.2,51.2,8.4,12.6,32.8,10.7,4.1,6.9,15.4,16.7
23.6,106.2,51.2,8.4,12.6,32.9,10.7,4.1,6.9,15.4,16.7
23.6,106.3,51.3,8.4,12.6,32.9,10.7,4.1,6.9,15.4,16.7
23.6,106.3,51.3,8.4,12.6,32.9,10.7,4.1,6.9,15.4,16.7
23.6,106.2,51.2,8.4,12.6,32.9,10.7,4.1,6.9,15.4,16.7
23.6,106.1,51.1,8.3,12.6,32.9,10.7,4.1,6.9,15.4,16.7
23.5,105.9,51.0,8.3,12.5,32.8,10.7,4.1,6.9,15.4,16.7
23.5,105.7,50.8,8.3,12.5,32.7,10.7,4.1,6.8,15.3,16.6
23.4,105.5,50.7,8.3,12.5,32.6,10.6,4.1,6.8,15.3,16.6
23.4,105.3,50.6,8.3,12.4,32.6,10.6,4.1,6.8,15.2,16.6
23.3,105.2,50.5,8.3,12.4,32.5,10.6,4.1,6.8,15.2,16.6
23.3,105.2,50.5,8.2,12.4,32.5,10.6,4.1,6.8,15.2,16.6
23.4,105.3,50.5,8.3,12.4,32.5,10.6,4.1,6.8,15.2,16.6
23.4,105.4,50.6,8.3,12.4,32.6,10.6,4.1,6.8,15.3,16.6
23.4,105.5,50.6,8.3,12.4,32.6,10.6,4.1,6.8,15.3,16.6
23.4,105.6,50.7,8.3,12.4,32.6,10.6,4.1,6.8,15.3,16.6
23.4,105.6,50.7,8.3,12.4,32.6,10.6,4.1,6.8,15.3,16.6
23.4,105.5,50.6,8.3,12.4,32.6,10.6,4.1,6.8,15.3,16.6
23.3,105.4,50.5,8.2,12.4,32.5,10.6,4.1,6.8,15.3,16.6
23.3,105.1,50.4,8.2,12.4,32.4,10.6,4.1,6.7,15.2,16.5
23.2,104.9,50.2,8.2,12.3,32.3,10.5,4.1,6.7,15.2,16.5
23.1,104.7,50.1,8.2,12.3,32.2,10.5,4.1,6.7,15.1,16.4
23.1,104.4,49.9,8.1,12.3,32.2,10.5,4.0,6.7,15.1,16.4
23.0,104.2,49.8,8.1,12.3,32.1,10.5,4.0,6.7,15.1,16.4
23.0,104.0,49.7,8.1,12.2,32.1,10.5,4.0,6.7,15.0,16.3
23.0,103.9,49.7,8.1,12.2,32.0,10.5,4.0,6.6,15.0,16.3
23.0,103.7,49.6,8.1,12.2,32.0,10.5,4.0,6.6,15.0,16.3
23.0,103.6,49.6,8.1,12.2,32.0,10.5,4.0,6.6,15.0,16.3
23.0,103.5,49.6,8.1,12.2,32.0,10.4,4.0,6.6,14.9,16.3
23.0,103.4,49.6,8.1,12.2,32.0,10.4,4.0,6.6,14.9,16.2
23.0,103.3,49.5,8.1,12.1,32.0,10.4,4.0,6.6,14.9,16.2
23.0,103.2,49.5,8.1,12.1,32.0,10.4,4.0,6.6,14.9,16.2
23.0,103.1,49.4,8.1,12.1,32.0,10.4,4.0,6.6,14.9,16.2
22.9,103.0,49.4,8.0,12.1,31.9,10.4,4.0,6.6,14.9,16.2
22.9,102.8,49.3,8.0,12.1,31.8,10.4,4.0,6.6,14.9,16.1
22.8,102.6,49.1,8.0,12.0,31.7,10.3,4.0,6.5,14.9,16.1
22.8,102.3,49.0,8.0,12.0,31.6,10.3,4.0,6.5,14.8,16.0
22.7,102.0,48.8,7.9,11.9,31.5,10.3,3.9,6.5,14.8,16.0
22.6,101.7,48.6,7.9,11.9,31.3,10.2,3.9,6.5,14.7,15.9
22.5,101.5,48.4,7.9,11.8,31.2,10.2,3.9,6.4,14.6,15.9
22.5,101.3,48.3,7.9,11.7,31.1,10.2,3.9,6.4,14.6,15.8
22.4,101.1,48.2,7.8,11.7,31.0,10.1,3.9,6.4,14.5,15.8
22.4,101.0,48.1,7.8,11.7,31.0,10.1,3.9,6.4,14.5,15.8
22.4,101.0,48.1,7.8,11.6,31.0,10.1,3.9,6.4,14.5,15.7
22.4,100.9,48.0,7.8,11.6,31.0,10.1,3.9,6.4,14.5,15.7
22.4,100.9,48.0,7.8,11.6,31.0,10.1,3.9,6.3,14.5,15.7
22.4,100.9,47.9,7.8,11.5,30.9,10.1,3.9,6.3,14.4,15.7
22.4,100.8,47.9,7.8,11.5,30.9,10.1,3.9,6.3,14.4,15.7
22.4,100.8,47.8,7.8,11.5,30.9,10.0,3.9,6.3,14.4,15.7
22.3,100.7,47.8,7.7,11.4,30.8,10.0,3.9,6.3,14.4,15.7
22.3,100.7,47.7,7.7,11.4,30.8,10.0,3.9,6.3,14.4,15.7
22.3,100.6,47.6,7.7,11.4,30.7,10.0,3.9,6.3,14.3,15.7
22.3,100.6,47.6,7.7,11.4,30.7,10.0,3.8,6.3,14.3,15.6
22.3,100.6,47.5,7.7,11.4,30.6,10.0,3.8,6.2,14.3,15.6
22.3,100.7,47.5,7.7,11.3,30.6,10.0,3.8,6.2,14.3,15.6
22.3,100.7,47.4,7.7,11.3,30.6,9.9,3.8,6.2,14.3,15.6
22.4,100.8,47.4,7.7,11.3,30.5,9.9,3.8,6.2,14.2,15.6
22.4,100.9,47.4,7.7,11.3,30.5,9.9,3.8,6.2,14.2,15.6
22.4,101.0,47.4,7.7,11.3,30.5,9.9,3.8,6.2,14.2,15.6
22.4,101.1,47.4,7.7,11.3,30.4,9.9,3.8,6.2,14.2,15.6
22.4,101.2,47.4,7.7,11.3,30.4,9.9,3.8,6.2,14.1,15.6
22.4,101.3,47.4,7.7,11.3,30.4,9.9,3.8,6.2,14.1,15.6
22.4,101.4,47.4,7.7,11.3,30.4,9.9,3.8,6.2,14.1,15.6
22.4,101.5,47.4,7.7,11.3,30.3,9.9,3.8,6.2,14.1,15.6
22.5,101.7,47.4,7.7,11.3,30.3,9.9,3.8,6.2,14.1,15.6
22.5,101.9,47.4,7.7,11.3,30.3,9.9,3.8,6.2,14.1,15.7
22.6,102.2,47.4,7.7,11.3,30.3,9.9,3.8,6.2,14.1,15.7
22.7,102.5,47.4,7.7,11.3,30.3,9.9,3.8,6.2,14.1,15.7
22.8,102.9,47.5,7.7,11.3,30.4,9.9,3.8,6.2,14.1,15.7
23.0,103.4,47.6,7.7,11.3,30.4,9.9,3.8,6.2,14.1,15.8
23.1,104.0,47.8,7.8,11.3,30.4,9.9,3.8,6.2,14.2,15.8
23.2,104.7,48.0,7.8,11.3,30.5,9.9,3.8,6.2,14.2,15.9
23.4,105.5,48.2,7.8,11.3,30.6,9.9,3.9,6.2,14.2,16.0
23.5,106.3,48.5,7.9,11.4,30.7,10.0,3.9,6.2,14.3,16.1
23.7,107.2,48.9,7.9,11.4,30.8,10.0,3.9,6.3,14.3,16.2
23.8,108.0,49.2,7.9,11.5,30.9,10.0,3.9,6.3,14.3,16.3
23.9,108.7,49.6,8.0,11.5,31.0,10.1,3.9,6.3,14.4,16.4
24.0,109.4,49.9,8.1,11.6,31.2,10.1,3.9,6.3,14.4,16.5
24.1,110.0,50.3,8.1,11.7,31.3,10.1,3.9,6.4,14.4,16.6
24.2,110.6,50.6,8.2,11.8,31.5,10.2,3.9,6.4,14.5,16.7
24.2,111.1,51.0,8.3,11.9,31.8,10.2,4.0,6.4,14.6,16.8
24.3,111.6,51.3,8.3,12.0,32.0,10.3,4.0,6.5,14.7,16.9
24.3,112.0,51.7,8.4,12.1,32.3,10.4,4.0,6.5,14.8,17.0
24.4,112.5,52.0,8.5,12.2,32.6,10.5,4.1,6.6,14.9,17.0
24.5,113.0,52.3,8.5,12.4,32.9,10.6,4.1,6.7,15.0,17.1
24.6,113.4,52.6,8.6,12.5,33.3,10.7,4.1,6.8,15.1,17.2
24.6,113.8,52.9,8.6,12.6,33.6,10.9,4.2,6.8,15.3,17.3
24.7,114.1,53.1,8.7,12.7,33.8,11.0,4.2,6.9,15.4,17.3
24.7,114.2,53.2,8.7,12.7,34.1,11.1,4.3,7.0,15.6,17.3
24.7,114.2,53.2,8.7,12.8,34.2,11.1,4.3,7.1,15.7,17.3
24.7,114.1,53.2,8.7,12.8,34.2,11.2,4.3,7.1,15.8,17.3
24.6,113.9,53.1,8.7,12.8,34.2,11.2,4.3,7.2,15.9,17.3
24.6,113.6,53.0,8.7,12.8,34.2,11.2,4.4,7.2,16.0,17.2
24.5,113.2,52.8,8.6,12.7,34.1,11.2,4.4,7.3,16.1,17.1
24.4,112.8,52.6,8.6,12.7,34.0,11.1,4.3,7.3,16.1,17.1
24.3,112.3,52.4,8.6,12.6,33.9,11.1,4.3,7.3,16.2,17.0
24.2,111.9,52.1,8.5,12.6,33.7,11.1,4.3,7.3,16.2,16.9
24.1,111.4,51.9,8.5,12.5,33.5,11.0,4.3,7.3,16.2,16.9
24.0,110.8,51.7,8.5,12.5,33.4,11.0,4.3,7.2,16.2,16.8
